DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
N,4,1,6,248,41.33333333,85.67302181,3,216,6,1,8,8,0,8,8,8,1,8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,226,56.5,106.3343783,3,216,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,487,37.46153846,72.75142082,3,216,4,3,195,65,103.0873416,3,184,8,2,11,5.5,3.535533906,3,8,5.5,1,184,184,0,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,263,32.875,74.41282052,3,216,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N,5,3,10,209,20.9,48.19278415,1,157,4.5,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,4,184,46,74.56987774,2,157,12.5,1,185,185,0,185,185,185,1,5,5,0,5,5,5,0,0,18,249,13.83333333,36.06244584,1,157,4.5,2,7,3.5,2.121320344,2,5,3.5,2,7,3.5,2.121320344,2,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,8,207,25.875,53.41063966,1,157,6.5,2,209,104.5,113.8441918,24,185,104.5,2,12,6,1.414213562,5,7,6,1,0
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,6.111111111,4.621808208,2,14,4,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4.6,3.209361307,2,9,3,1,35,35,0,35,35,35,1,4,4,0,4,4,4,0,0
N,6,4,29,160,5.517241379,7.566942625,1,29,2,3,6,2,0,2,2,2,3,6,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,5.555555556,8.032918385,1,25,2,5,59,11.8,14.6867287,1,32,2,7,18,2.571428571,0.786795792,2,4,2,1,0,29,160,5.517241379,7.566942625,1,29,2,3,6,2,0,2,2,2,3,6,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,5.555555556,8.032918385,1,25,2,5,59,11.8,14.6867287,1,32,2,7,18,2.571428571,0.786795792,2,4,2,1,0
Y,1,1,16,503,31.4375,89.79678446,2,367,7.5,2,21,10.5,9.192388155,4,17,10.5,2,21,10.5,9.192388155,4,17,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,21,11.3137085,13,29,21,0,0,0,0,0,0,0,4,392,98,179.372982,3,367,11,1,406,406,0,406,406,406,2,20,10,8.485281374,4,16,10,1,0,43,735,17.09302326,55.0803802,1,367,6,4,50,12.5,12.4498996,1,28,10.5,4,50,12.5,12.4498996,1,28,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,14.33333333,9.912954487,3,29,15,3,29,9.666666667,10.78579312,2,22,5,8,435,54.375,126.375786,3,367,11.5,2,451,225.5,255.265548,45,406,225.5,5,36,7.2,5.167204273,3,16,6,3,0
N,5,4,7,81,11.57142857,15.8309522,1,45,4,2,46,23,31.11269837,1,45,23,2,46,23,31.11269837,1,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,0,12,95,7.916666667,12.58034783,1,45,2,2,46,23,31.11269837,1,45,23,2,46,23,31.11269837,1,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,12,3,2,2,6,2,1,14,14,0,14,14,14,1,2,2,0,2,2,2,1,0
N,5,1,8,306,38.25,100.9196993,1,288,2.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,296,74,142.6697819,2,288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,509,23.13636364,62.74612145,1,288,4,2,13,6.5,4.949747468,3,10,6.5,2,13,6.5,4.949747468,3,10,6.5,0,0,0,0,0,0,0,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,9,410,45.55555556,95.61264445,1,288,4,1,125,125,0,125,125,125,2,54,27,29.69848481,6,48,27,0,1
Y,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,85,6.071428571,7.539274457,1,28,2.5,3,30,10,15.58845727,1,28,1,2,29,14.5,19.09188309,1,28,14.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,2.708012802,2,8,3,1,17,17,0,17,17,17,2,4,2,0,2,2,2,3,0
N,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59,9.833333333,10.1077528,1,24,8.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,10.5,11.44552314,1,24,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1,3,1,124,124,0,124,124,124,1,124,124,0,124,124,124,0,0,0,0,0,0,0,1,124,124,0,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,170,24.28571429,45.34208599,1,124,3,2,127,63.5,85.55992052,3,124,63.5,0,0,0,0,0,0,0,2,127,63.5,85.55992052,3,124,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,10.5,14.571662,1,32,4.5,1,43,43,0,43,43,43,0,0,0,0,0,0,0,0,1
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,94,8.545454545,6.89004552,1,18,4,2,15,7.5,9.192388155,1,14,7.5,2,15,7.5,9.192388155,1,14,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,10.5,8.103497187,3,18,10.5,1,45,45,0,45,45,45,1,2,2,0,2,2,2,1,0
Y,1,4,3,6,2,1,1,3,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,17,95,5.588235294,8.41916581,1,34,2,3,37,12.33333333,18.7705443,1,34,2,3,37,12.33333333,18.7705443,1,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3.5,2.645751311,1,7,3,1,16,16,0,16,16,16,5,7,1.4,0.547722558,1,2,1,1,0
N,4,3,2,16,8,9.899494937,1,15,8,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,5.714285714,6.395683068,1,15,3,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,5.75,6.184658438,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N,3,2,2,9,4.5,2.121320344,3,6,4.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,152,10.13333333,12.574729,1,45,6,3,6,2,1,1,3,2,3,6,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,97,19.4,18.80957203,4,45,8,1,99,99,0,99,99,99,2,12,6,2.828427125,4,8,6,1,1
N,4,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,4.416666667,9.690279416,0,35,1.5,2,1,0.5,0.707106781,0,1,0.5,0,0,0,0,0,0,0,2,1,0.5,0.707106781,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,5.875,11.78906879,1,35,2,2,44,22,25.45584412,4,40,22,0,0,0,0,0,0,0,0,1
N,5,2,3,5,1.666666667,0.577350269,1,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,78,7.8,9.016035098,1,28,2,2,15,7.5,7.778174593,2,13,7.5,1,13,13,0,13,13,13,1,2,2,0,2,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,8.25,13.17510278,1,28,2,1,45,45,0,45,45,45,0,0,0,0,0,0,0,0,1
Y,1,1,3,1122,374,629.6578436,2,1101,19,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1101,1101,0,1101,1101,1101,0,0,74,2886,39,153.2046711,1,1101,8,17,76,4.470588235,6.384724417,1,27,2,17,76,4.470588235,6.384724417,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,755,94.375,223.8168496,3,646,9.5,2,777,388.5,403.7579721,103,674,388.5,17,1657,97.47058824,277.8156128,2,1101,4,6,12
N,6,1,7,284,40.57142857,95.5786886,1,257,2,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,262,65.5,127.667537,1,257,2,1,264,264,0,264,264,264,0,0,0,0,0,0,0,0,0,18,335,18.61111111,59.69347081,1,257,2.5,2,16,8,5.656854249,4,12,8,2,16,8,5.656854249,4,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,10,278,27.8,80.53956929,1,257,2,2,281,140.5,174.655375,17,264,140.5,0,0,0,0,0,0,0,0,1
N,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,4.142857143,6.229729032,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,1.414213562,1,4,1,2,29,14.5,19.09188309,1,28,14.5,0,0,0,0,0,0,0,0,0
N,5,4,2,3,1.5,0.707106781,1,2,1.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1.857142857,1.463850109,1,5,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2.25,1.892969449,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.333333333,0.577350269,2,3,2,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,5,2,3,18,6,2.645751311,3,8,7,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,7,7,7,0,0,29,263,9.068965517,27.73591153,0,152,3,5,11,2.2,1.095445115,1,3,3,3,9,3,0,3,3,3,2,2,1,0,1,1,1,2,4,2,0,2,2,2,3,5,1.666666667,1.154700538,1,3,1,0,0,0,0,0,0,0,4,24,6,4.966554809,2,13,4.5,0,0,0,0,0,0,0,6,23,3.833333333,1.940790217,2,7,3.5,2,1
N,5,3,23,153,6.652173913,17.06300809,0,83,3,3,8,2.666666667,1.154700538,2,4,2,3,8,2.666666667,1.154700538,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1.4,3.130495168,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3.4,0.894427191,3,5,3,2,0,31,210,6.774193548,14.84297741,0,83,3,4,11,2.75,0.957427108,2,4,2.5,4,11,2.75,0.957427108,2,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1.4,3.130495168,0,7,0,0,0,0,0,0,0,0,4,20,5,3.366501646,3,10,3.5,1,24,24,0,24,24,24,6,32,5.333333333,4.802776974,3,15,3,2,1
N,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,17,26,4,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,17,26,4,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2,1,12,549,45.75,141.8533974,1,496,4,2,9,4.5,4.949747468,1,8,4.5,0,0,0,0,0,0,0,2,9,4.5,4.949747468,1,8,4.5,2,7,3.5,0.707106781,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,508,127,246.0094849,2,496,5,1,509,509,0,509,509,509,2,18,9,9.899494937,2,16,9,1,0,31,811,26.16129032,90.08814083,1,496,5,6,21,3.5,3.209361307,1,8,2,0,0,0,0,0,0,0,6,21,3.5,3.209361307,1,8,2,6,18,3,1.264911064,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,558,69.75,172.5214272,2,496,6,2,678,339,240.4163056,169,509,339,5,73,14.6,21.81284026,1,52,2,2,3
Y,6,2,9,2547,283,840.7524903,1,2525,2,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2531,632.75,1261.5,2,2525,2,1,2532,2532,0,2532,2532,2532,1,2,2,0,2,2,2,0,0,24,5023,209.2916667,695.0063171,1,2525,2,3,5,1.666666667,1.154700538,1,3,1,3,5,1.666666667,1.154700538,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4942,617.75,1140.598433,2,2525,2,2,4944,2472,84.85281374,2412,2532,2472,5,13,2.6,0.894427191,2,4,2,1,1
N,2,1,7,60,8.571428571,5.940177968,4,20,5,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,1,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,0,20,20,20,0,0,32,600,18.75,50.54349772,1,293,8.5,2,6,3,1.414213562,2,4,3,2,6,3,1.414213562,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,2,28,14,5.656854249,10,18,14,13,405,31.15384615,78.86998389,3,293,9,2,438,219,178.1909089,93,345,219,7,78,11.14285714,7.221001118,3,20,14,1,0
N,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,116,5.043478261,5.26116355,1,26,3,5,11,2.2,1.643167673,1,5,2,0,0,0,0,0,0,0,5,11,2.2,1.643167673,1,5,2,5,51,10.2,9.257429449,4,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,6.75,2.362907813,5,10,6,1,29,29,0,29,29,29,4,16,4,2,3,7,3,3,2
N,5,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,3.571428571,4.276179871,1,13,3,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,5.416025603,1,13,3,1,21,21,0,21,21,21,0,0,0,0,0,0,0,0,1
N,5,3,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,4.571428571,5.191568256,1,16,3,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,6,6.782329983,1,16,3.5,1,27,27,0,27,27,27,0,0,0,0,0,0,0,0,1
N,5,4,3,17,5.666666667,5.507570547,2,12,3,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,9,42,4.666666667,3.31662479,1,12,4,2,8,4,2.828427125,2,6,4,1,2,2,0,2,2,2,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5,1.732050808,3,7,4,1,19,19,0,19,19,19,1,3,3,0,3,3,3,1,0
Y,2,3,2,2031,1015.5,1433.305445,2,2029,1015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2031,1015.5,1433.305445,2,2029,1015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2081,109.5263158,464.8240251,1,2029,3,3,5,1.666666667,1.154700538,1,3,1,0,0,0,0,0,0,0,3,5,1.666666667,1.154700538,1,3,1,3,7,2.333333333,0.577350269,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2048,292.5714286,765.6939896,2,2029,4,1,19,19,0,19,19,19,3,14,4.666666667,2.081665999,3,7,4,3,0
N,4,1,5,24,4.8,5.263078947,1,14,3,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,1,3,2,0,0,28,430,15.35714286,38.97978041,1,210,4,5,221,44.2,92.68872639,2,210,3,5,221,44.2,92.68872639,2,210,3,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,8.5,10,2,32,5,1,56,56,0,56,56,56,5,13,2.6,1.140175425,1,4,3,3,1
Y,6,3,12,210,17.5,41.62713276,1,148,2.5,2,23,11.5,14.8492424,1,22,11.5,2,23,11.5,14.8492424,1,22,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,159,31.8,64.96306643,2,148,3,1,160,160,0,160,160,160,1,2,2,0,2,2,2,1,0,23,308,13.39130435,31.34810293,1,148,3,4,31,7.75,9.742518497,1,22,4,4,31,7.75,9.742518497,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,219,24.33333333,49.04334817,2,148,3,2,221,110.5,70.00357134,61,160,110.5,2,4,2,0,2,2,2,1,2
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,4.090909091,1.868397466,1,8,4,2,6,3,2.828427125,1,5,3,0,0,0,0,0,0,0,2,6,3,2.828427125,1,5,3,2,7,3.5,0.707106781,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,5.75,1.5,5,8,5,1,25,25,0,25,25,25,1,4,4,0,4,4,4,1,0
N,1,1,2,564,282,381.8376618,12,552,282,1,552,552,0,552,552,552,1,552,552,0,552,552,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,997,38.34615385,109.8566128,0,552,6,4,557,139.25,275.1694932,0,552,2.5,2,554,277,388.9087297,2,552,277,2,3,1.5,2.121320344,0,3,1.5,3,162,54,90.06664199,2,158,2,0,0,0,0,0,0,0,2,113,56.5,17.67766953,44,69,56.5,8,62,7.75,6.475227519,2,19,5,3,244,81.33333333,109.6965511,18,208,18,1,3,3,0,3,3,3,1,2
Y,2,2,14,148,10.57142857,28.09520705,1,108,2.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120,24,46.98403984,1,108,4,1,122,122,0,122,122,122,3,12,4,2.645751311,2,7,3,1,0,31,205,6.612903226,18.95376378,1,108,3,5,7,1.4,0.547722558,1,2,1,0,0,0,0,0,0,0,5,7,1.4,0.547722558,1,2,1,6,13,2.166666667,0.98319208,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,139,15.44444444,34.8070076,1,108,4,2,144,72,70.71067812,22,122,72,5,25,5,3.391164992,2,10,3,2,2
